h3,h3_dest,degree,h3_lat,h3_lon,h3_dest_lat,h3_dest_lon
891e8042e8fffff,891e805000fffff,2,41.79779126853126,12.590770239617493,41.87799484128281,12.448929478831303
891e8042e8fffff,891e805002bffff,1,41.79779126853126,12.590770239617493,41.87564472970565,12.455691169144016
891e8042e8fffff,891e8050033ffff,2,41.79779126853126,12.590770239617493,41.88120387167557,12.455306075984069
891e8042e8fffff,891e805010fffff,1,41.79779126853126,12.590770239617493,41.87999602947654,12.479587682998952
891e8042e8fffff,891e805011bffff,1,41.79779126853126,12.590770239617493,41.8823475169036,12.472825593968743
891e8042e8fffff,891e805016bffff,1,41.79779126853126,12.590770239617493,41.87151392954887,12.477973173534012
891e8042e8fffff,891e8050173ffff,1,41.79779126853126,12.590770239617493,41.87707360962098,12.477589488691692
891e8042e8fffff,891e805017bffff,1,41.79779126853126,12.590770239617493,41.874151110200316,12.475591446407417
891e8042e8fffff,891e805018bffff,1,41.79779126853126,12.590770239617493,41.88790661134216,12.472441540046782
891e8042e8fffff,891e8050197ffff,1,41.79779126853126,12.590770239617493,41.893751056228524,12.476438143006975
891e8042e8fffff,891e80501cbffff,2,41.79779126853126,12.590770239617493,41.88177601751211,12.464065609391307
891e8042e8fffff,891e80501d3ffff,1,41.79779126853126,12.590770239617493,41.88733500296127,12.463681011464981
891e8042e8fffff,891e8050223ffff,1,41.79779126853126,12.590770239617493,41.85810693579066,12.443710965210231
891e8042e8fffff,891e8050307ffff,1,41.79779126853126,12.590770239617493,41.862460317331106,12.467600797250352
891e8042e8fffff,891e8050317ffff,1,41.79779126853126,12.590770239617493,41.86509746782253,12.465219111430132
891e8042e8fffff,891e8050327ffff,2,41.79779126853126,12.590770239617493,41.86039377311873,12.478740397694773
891e8042e8fffff,891e805032bffff,1,41.79779126853126,12.590770239617493,41.857185614435515,12.472363809194968
891e8042e8fffff,891e805034fffff,1,41.79779126853126,12.590770239617493,41.85340550751249,12.45723105500563
891e8042e8fffff,891e8050387ffff,1,41.79779126853126,12.590770239617493,41.870657249856336,12.464834659364678
891e8042e8fffff,891e8050393ffff,1,41.79779126853126,12.590770239617493,41.87300811527927,12.458073334567958
891e8042e8fffff,891e80503afffff,1,41.79779126853126,12.590770239617493,41.86566864018324,12.473977464394927
891e8042e8fffff,891e80503c7ffff,1,41.79779126853126,12.590770239617493,41.86452564929889,12.456461209412055
891e8042e8fffff,891e80503d3ffff,1,41.79779126853126,12.590770239617493,41.86687619010888,12.449700383376186
891e8042e8fffff,891e80503dbffff,1,41.79779126853126,12.590770239617493,41.863953184718646,12.447703758715097
891e8042e8fffff,891e8050407ffff,1,41.79779126853126,12.590770239617493,41.89936822509307,12.434246284596817
891e8042e8fffff,891e805042bffff,1,41.79779126853126,12.590770239617493,41.89409727621974,12.439012653847339
891e8042e8fffff,891e805042fffff,1,41.79779126853126,12.590770239617493,41.89438413200456,12.443392648613045
891e8042e8fffff,891e80504abffff,2,41.79779126853126,12.590770239617493,41.902290678397506,12.436243153140609
891e8042e8fffff,891e80504c3ffff,1,41.79779126853126,12.590770239617493,41.90114098813924,12.418722900361432
891e8042e8fffff,891e8050513ffff,1,41.79779126853126,12.590770239617493,41.90372415454974,12.458146014596727
891e8042e8fffff,891e8050517ffff,1,41.79779126853126,12.590770239617493,41.904010364757504,12.462526925817226
891e8042e8fffff,891e805053bffff,1,41.79779126853126,12.590770239617493,41.898738170681995,12.467292421681755
891e8042e8fffff,891e8050543ffff,1,41.79779126853126,12.590770239617493,41.894957358730515,12.452152977247302
891e8042e8fffff,891e805059bffff,1,41.79779126853126,12.590770239617493,41.90899559573568,12.453379879557124
891e8042e8fffff,891e80505b3ffff,2,41.79779126853126,12.590770239617493,41.90985438987284,12.4665234294951
891e8042e8fffff,891e80505b7ffff,1,41.79779126853126,12.590770239617493,41.910140331118775,12.470904838548027
891e8042e8fffff,891e80505d3ffff,1,41.79779126853126,12.590770239617493,41.90578682052652,12.447001364329141
891e8042e8fffff,891e80508a3ffff,1,41.79779126853126,12.590770239617493,41.87228748974807,12.532918001589048
891e8042e8fffff,891e80508b3ffff,1,41.79779126853126,12.590770239617493,41.874926100371226,12.530537352892704
891e8042e8fffff,891e80508c7ffff,1,41.79779126853126,12.590770239617493,41.868514805826756,12.517775980307647
891e8042e8fffff,891e8050c27ffff,1,41.79779126853126,12.590770239617493,41.88284112871725,12.523394686177596
891e8042e8fffff,891e8050c33ffff,1,41.79779126853126,12.590770239617493,41.88519531346713,12.516632271289822
891e8042e8fffff,891e8050c47ffff,2,41.79779126853126,12.590770239617493,41.878782931662656,12.503871188535928
891e8042e8fffff,891e8050c73ffff,1,41.79779126853126,12.590770239617493,41.87906725277182,12.508251865349507
891e8042e8fffff,891e8050c77ffff,1,41.79779126853126,12.590770239617493,41.87935141216054,12.512632654468389
891e8042e8fffff,891e8050c83ffff,1,41.79779126853126,12.590770239617493,41.89282403422195,12.505106509986442
891e8042e8fffff,891e8050c8bffff,1,41.79779126853126,12.590770239617493,41.88990214764547,12.503106938223377
891e8042e8fffff,891e8050c97ffff,2,41.79779126853126,12.590770239617493,41.895745841051635,12.507106233858604
891e8042e8fffff,891e8050c9bffff,1,41.79779126853126,12.590770239617493,41.89253949648797,12.50072520898675
891e8042e8fffff,891e8050cabffff,1,41.79779126853126,12.590770239617493,41.887833146375044,12.514250942076039
891e8042e8fffff,891e8050cafffff,1,41.79779126853126,12.590770239617493,41.88811714451809,12.518632307837153
891e8042e8fffff,891e8050cbbffff,2,41.79779126853126,12.590770239617493,41.890470845285776,12.511869492766817
891e8042e8fffff,891e8050ccfffff,1,41.79779126853126,12.590770239617493,41.884058135345015,12.499108250974572
891e8042e8fffff,891e8050cd3ffff,1,41.79779126853126,12.590770239617493,41.88933280298823,12.494344833237198
891e8042e8fffff,891e8050d0bffff,1,41.79779126853126,12.590770239617493,41.88369150441109,12.536538976197855
891e8042e8fffff,891e8050d1bffff,1,41.79779126853126,12.590770239617493,41.88632990326253,12.534158087285322
891e8042e8fffff,891e8050d47ffff,1,41.79779126853126,12.590770239617493,41.88076978283477,12.534538283000611
891e8042e8fffff,891e8050d5bffff,1,41.79779126853126,12.590770239617493,41.880202919871856,12.525775695187848
891e8042e8fffff,891e8050d6fffff,1,41.79779126853126,12.590770239617493,41.87577550430208,12.543680922073433
891e8042e8fffff,891e8050d8fffff,1,41.79779126853126,12.590770239617493,41.89217305504593,12.538159849986776
891e8042e8fffff,891e8050dcfffff,1,41.79779126853126,12.590770239617493,41.8860464985156,12.529776465105668
891e8042e8fffff,891e8050ddbffff,1,41.79779126853126,12.590770239617493,41.88840098087232,12.523013785814078
891e8042e8fffff,891e8050e8bffff,2,41.79779126853126,12.590770239617493,41.86944671065097,12.489114193887717
891e8042e8fffff,891e8050e93ffff,1,41.79779126853126,12.590770239617493,41.87500665954089,12.488731213250075
891e8042e8fffff,891e8050eabffff,1,41.79779126853126,12.590770239617493,41.86737827922565,12.50025522522397
891e8042e8fffff,891e80519dbffff,1,41.79779126853126,12.590770239617493,41.82702693976951,12.481040906645617
891e8042e8fffff,891e8051d23ffff,1,41.79779126853126,12.590770239617493,41.84164298652249,12.49102837091397
891e8042e8fffff,891e8051d33ffff,1,41.79779126853126,12.590770239617493,41.84428131635064,12.488647723950587
891e8042e8fffff,891e805200bffff,1,41.79779126853126,12.590770239617493,41.935057077059554,12.42516025269223
891e8042e8fffff,891e805207bffff,1,41.79779126853126,12.590770239617493,41.929500922545884,12.425547466372745
891e8042e8fffff,891e8052117ffff,1,41.79779126853126,12.590770239617493,41.94291022966212,12.459832355557376
891e8042e8fffff,891e805216fffff,1,41.79779126853126,12.590770239617493,41.92916208570133,12.462986086368716
891e8042e8fffff,891e80521a7ffff,1,41.79779126853126,12.590770239617493,41.9464041309697,12.470597671331516
891e8042e8fffff,891e805232bffff,1,41.79779126853126,12.590770239617493,41.914553142785664,12.452994494081851
891e8042e8fffff,891e805237bffff,2,41.79779126853126,12.590770239617493,41.91105756080975,12.442234671209606
891e8042e8fffff,891e805282bffff,1,41.79779126853126,12.590770239617493,41.91854915313335,12.514343550832045
891e8042e8fffff,891e8052833ffff,1,41.79779126853126,12.590770239617493,41.924107195231656,12.51396192848348
891e8042e8fffff,891e805286bffff,1,41.79779126853126,12.590770239617493,41.91242203677625,12.505960167543229
891e8042e8fffff,891e8052873ffff,1,41.79779126853126,12.590770239617493,41.91798023660274,12.505578048767818
891e8042e8fffff,891e80528c3ffff,2,41.79779126853126,12.590770239617493,41.92560477741537,12.494047513524668
891e8042e8fffff,891e80528cbffff,1,41.79779126853126,12.590770239617493,41.92268341848241,12.492047654900558
891e8042e8fffff,891e8052993ffff,1,41.79779126853126,12.590770239617493,41.9363590203432,12.530734160480382
891e8042e8fffff,891e8052a07ffff,2,41.79779126853126,12.590770239617493,41.903372521188594,12.49557871178311
891e8042e8fffff,891e8052a27ffff,1,41.79779126853126,12.590770239617493,41.90130483891442,12.50672426007949
891e8042e8fffff,891e8052a2bffff,1,41.79779126853126,12.590770239617493,41.89809854584202,12.500342851057187
891e8042e8fffff,891e8052a3bffff,2,41.79779126853126,12.590770239617493,41.900735600557496,12.497960841463689
891e8042e8fffff,891e8052a47ffff,1,41.79779126853126,12.590770239617493,41.89724379909956,12.487198806286376
891e8042e8fffff,891e8052a4fffff,1,41.79779126853126,12.590770239617493,41.894321803439304,12.485199891935933
891e8042e8fffff,891e8052a5bffff,2,41.79779126853126,12.590770239617493,41.896673159200276,12.478436672601015
891e8042e8fffff,891e8052a77ffff,1,41.79779126853126,12.590770239617493,41.89781379202641,12.495961390297083
891e8042e8fffff,891e8052acfffff,1,41.79779126853126,12.590770239617493,41.90251712608479,12.482434188079495
891e8042e8fffff,891e8052b1bffff,1,41.79779126853126,12.590770239617493,41.90479494365506,12.51748850078561
891e8042e8fffff,891e8052b43ffff,1,41.79779126853126,12.590770239617493,41.89895183653846,12.513487907793534
891e8042e8fffff,891e8052b4bffff,1,41.79779126853126,12.590770239617493,41.89603016325408,12.51148783951368
891e8042e8fffff,891e8052b53ffff,1,41.79779126853126,12.590770239617493,41.9015892153777,12.511106137980134
891e8042e8fffff,891e8052b5bffff,2,41.79779126853126,12.590770239617493,41.898667568111286,12.509106109852345
891e8042e8fffff,891e8052b93ffff,1,41.79779126853126,12.590770239617493,41.91591214664702,12.516725721546782
891e8042e8fffff,891e8052bd7ffff,1,41.79779126853126,12.590770239617493,41.91006946314002,12.512724680438035
891e8042e8fffff,891e8052cd3ffff,1,41.79779126853126,12.590770239617493,41.946690183224305,12.474981019494065
891e8042e8fffff,891e8052d0fffff,1,41.79779126853126,12.590770239617493,41.94134842576519,12.521584902882571
891e8042e8fffff,891e8052d23ffff,1,41.79779126853126,12.590770239617493,41.941916479907185,12.530353483405479
891e8042e8fffff,891e8052e07ffff,1,41.79779126853126,12.590770239617493,41.92182720990071,12.478900441510921
891e8042e8fffff,891e8052e93ffff,1,41.79779126853126,12.590770239617493,41.932369793990006,12.469367359310871
